img_id_A,img_id_B,target
1446a,0597b,0
1446a,1230b,0
1446a,1513a,0
1446a,1374b,0
1446a,1374c,0
1446a,0349b,0
1446a,0313c,0
1446a,0319a,0
1446a,0319c,0
1446a,0353a,0
1446a,1201a,0
1446a,1551a,0
1446a,1551b,0
1446a,1551c,0
1446a,0456b,0
1446a,0456c,0
1446a,0461b,0
1446a,0536b,0
1446a,1123c,0
1446a,1146a,0
1446a,1146b,0
1446a,1146c,0
1446a,1204a,0
1446a,1364a,0
1446a,0492a,0
1446a,0492b,0
1446a,0492c,0
1446a,0555b,0
1446a,0555c,0
1446a,1335b,0
1446a,1335c,0
1446a,0301b,0
1446a,0306b,0
1446a,0594a,0
1446a,1497a,0
1446a,1497b,0
1446a,1562b,0
1446a,0373a,0
1446a,1091b,0
1446a,1123b,0
1446a,1521c,0
1446a,0373b,0
1446a,1431c,0
1446a,1520c,0
1446a,1482a,0
1446a,1493a,0
1446a,1493b,0
1446a,1508b,0
1446a,0431c,0
1446a,1365a,0
1446a,0449c,0
1446a,0515a,0
1446a,0538a,0
1446a,0538b,0
1446a,0538c,0
1446a,0445a,0
1446a,0445b,0
1446a,1440c,0
1446a,1450b,0
1446a,1237c,0
1446a,0363b,0
1446a,1365b,0
1446a,0553b,0
1446a,1167a,0
1446a,1171b,0
1446a,1201b,0
1446a,1371c,0
1446a,1426c,0
1446a,1430a,0
1446a,1504c,0
1446a,1417b,0
1446a,0321b,0
1446a,0451b,0
1446a,0451c,0
1446a,1173c,0
1446a,1425c,0
1446a,0396b,0
1446a,1485a,0
1446a,1328a,0
1446a,1328b,0
1446a,1328c,0
1446a,1465a,0
1446a,1465b,0
1446a,0567b,0
1446a,1253a,0
1446a,1495a,0
1446a,1495b,0
1446a,1495c,0
1446a,0334c,0
1446a,0459b,0
1446a,0551c,0
1446a,1471c,0
1446a,1538a,0
1446a,1352a,0
1446a,0313b,0
1446a,0319b,0
1446a,0322b,0
1454b,1455a,0
1454b,1455b,0
1454b,1455c,0
1454b,1510b,0
1454b,1510c,0
1454b,1534b,0
1454b,1540b,0
1454b,1300a,0
1454b,1300b,0
1454b,1300c,0
1454b,1309a,0
1454b,1453a,0
1454b,1453b,0
1454b,1453c,0
1454b,1482b,0
1454b,1518c,0
1454b,1543a,0
1454b,0584a,0
1454b,0584b,0
1454b,0584c,0
1454b,1127a,0
1454b,1127b,0
1454b,1127c,0
1454b,1274a,0
1454b,1284a,0
1454b,1360b,0
1454b,1364b,0
1454b,1490c,0
1454b,1491a,0
1454b,1491b,0
1454b,0321c,0
1454b,0451a,0
1454b,0503a,0
1454b,0503b,0
1454b,0561a,0
1454b,0561b,0
1454b,0571b,0
1454b,0600a,0
1454b,0600b,0
1454b,0600c,0
1454b,1137a,0
1454b,1230a,0
1454b,1230c,0
1454b,1248a,0
1454b,1248b,0
1454b,1248c,0
1454b,1335a,0
1454b,1378b,0
1454b,1378c,0
1454b,1432c,0
1454b,1481a,0
1454b,1481b,0
1454b,1481c,0
1454b,1487a,0
1454b,1512b,0
1454b,1512c,0
1454b,1528c,0
1454b,1565a,0
1454b,0338b,0
1454b,0422a,0
1454b,0422b,0
1454b,0422c,0
1454b,0472b,0
1454b,1227a,0
1454b,1382c,0
1454b,1445a,0
1454b,1445b,0
1454b,1445c,0
1454b,1486a,0
1454b,1510a,0
1454b,1545a,0
1454b,1545b,0
1454b,1545c,0
1454b,0379c,0
1454b,1282b,0
1454b,1289a,0
1454b,1289b,0
1454b,1289c,0
1454b,1452b,0
1454b,1565b,0
1454b,1565c,0
1454b,0552a,0
1454b,0552b,0
1454b,0552c,0
1454b,1261b,0
1454b,1307a,0
1454b,1362c,0
1454b,1491c,0
1454b,1492a,0
1454b,1492b,0
1454b,1492c,0
1454b,0366a,0
1454b,0434b,0
1454b,0496f,0
1454b,1382b,0
1454b,1416b,0
1454b,1518a,0
1454b,0374b,0
1454b,0544b,0
1454b,0579a,0
1454b,1320a,0
1454b,1320b,0
1454b,1320c,0
1454b,1334a,0
1454b,1370a,0
1454b,1370b,0
1454b,1370c,0
1454b,1426b,0
1454b,1463a,0
1454b,1463b,0
1454b,1463c,0
1454b,1468a,0
1454b,1483a,0
1454b,1483b,0
1454b,1488a,0
1454b,1488c,0
1454b,1534c,0
1454b,0491b,0
1454b,1119a,0
1454b,1119b,0
1454b,1119c,0
1454b,1129c,0
1454b,1344a,0
1454b,1344b,0
1454b,1344c,0
1454b,1489c,0
1454b,1516a,0
1454b,1516b,0
1454b,0306a,0
1454b,1309b,0
1454b,1458a,0
1454b,1458b,0
1454b,1458c,0
1454b,0414a,0
1454b,0414b,0
1454b,0414c,0
1454b,0419a,0
1454b,0539a,0
1454b,0539b,0
1454b,0539c,0
1454b,0576c,0
1454b,0579c,0
1454b,1137b,0
1454b,1137c,0
1454b,1164c,0
1454b,1180a,0
1454b,1375b,0
1454b,1375c,0
1454b,0333b,0
1454b,0381a,0
1454b,0411c,0
1454b,1352b,0
1454b,1352c,0
1454b,1393a,0
1454b,1393b,0
1454b,1393c,0
1454b,1394a,0
1454b,0351c,0
1454b,0424a,0
1454b,0424c,0
1454b,0496c,0
1454b,0496d,0
1454b,1257b,0
1454b,1257c,0
1454b,1447a,0
1454b,0458c,0
1454b,1284b,0
1454b,1284c,0
1454b,0477a,0
1454b,0477b,0
1454b,1180b,0
1454b,1442a,0
1454b,1472c,0
1454b,1531b,0
1454b,0536a,0
1454b,0560c,0
1454b,1153a,0
1454b,1382a,0
1454b,1402a,0
1454b,1417c,0
1454b,1520a,0
1454b,1521a,0
1454b,1543b,0
1454b,1543c,0
1454b,0597c,0
1454b,0355c,0
1454b,0374c,0
1454b,0396c,0
1454b,0550a,0
1454b,1366a,0
1454b,1366b,0
1454b,1413a,0
1454b,1413b,0
1454b,1413c,0
1454b,0307a,0
1454b,0363c,0
1454b,1176b,0
1454b,1255a,0
1454b,1255b,0
1454b,1234a,0
1454b,1236a,0
1454b,1149a,0
1454b,1149b,0
1454b,1416a,0
1454b,0491c,0
1454b,1134a,0
1454b,1144b,0
1454b,1424a,0
1454b,1424b,0
1454b,1424c,0
1454b,1471b,0
1454b,0307b,0
1454b,0569c,0
1454b,0472a,0
1454b,1268a,0
1454b,1268b,0
1454b,1268c,0
1454b,1433a,0
1454b,1433b,0
1454b,1433c,0
1454b,0596a,0
1454b,1129a,0
1454b,1131a,0
1454b,1131b,0
1454b,1252a,0
1454b,1252b,0
1454b,1329a,0
1454b,1364c,0
1454b,1531c,0
1454b,0377a,0
1454b,0575c,0
1454b,1494a,0
1454b,1494b,0
1454b,1498a,0
1454b,1498b,0
1454b,0335a,0
1454b,0335b,0
1454b,0335c,0
1454b,0349a,0
1454b,0314b,0
1454b,1152b,0
1454b,1229c,0
1454b,1329b,0
1454b,1330a,0
1454b,1330b,0
1454b,1330c,0
1454b,1451a,0
1454b,0402b,0
1454b,0472c,0
1454b,1236c,0
1454b,0461a,0
1454b,1361b,0
1454b,0432a,0
1454b,0432c,0
1454b,0544a,0
1454b,0592b,0
1454b,0593a,0
1454b,1134b,0
1454b,1134c,0
1454b,1135b,0
1454b,1227b,0
1454b,1432a,0
1454b,0537a,0
1454b,1303c,0
1454b,0550b,0
1454b,0557c,0
1454b,1460a,0
1454b,1460b,0
1454b,1231a,0
1454b,1231b,0
1454b,1231c,0
1454b,1236b,0
1454b,1243a,0
1454b,0350b,0
1454b,1219a,0
1454b,0531a,0
1454b,0531b,0
1454b,0531c,0
1454b,1375a,0
1454b,1448a,0
1454b,1448b,0
1454b,1448c,0
1454b,1554a,0
1454b,1554b,0
1454b,1554c,0
1454b,0381b,0
1454b,0411b,0
1454b,0562a,0
1454b,0570c,0
1454b,0577b,0
1454b,0577c,0
1454b,1181a,0
1454b,1260a,0
1454b,1260b,0
1454b,1260c,0
1454b,1341a,0
1454b,1341b,0
1454b,1341c,0
1454b,1343a,0
1454b,1343b,0
1454b,1475a,0
1454b,1476a,0
1454b,0316b,0
1454b,0345a,0
1454b,1411a,0
1454b,1411b,0
1454b,1411c,0
1454b,1468b,0
1454b,1468c,0
1454b,1502b,0
1454b,0375a,0
1454b,1451c,0
1454b,0489c,0
1454b,1219b,0
1454b,1090c,0
1454b,1097a,0
1454b,1237a,0
1454b,1237b,0
1454b,1296c,0
1454b,1365c,0
1454b,0365a,0
1454b,0550c,0
1454b,1336a,0
1454b,1336b,0
1454b,1336c,0
1454b,0336a,0
1454b,0338a,0
1454b,1257a,0
1454b,1490b,0
1454b,0301a,0
1454b,1314a,0
1454b,1441a,0
1454b,1441b,0
1454b,1441c,0
1454b,1444a,0
1454b,1513b,0
1454b,0372a,0
1454b,0411a,0
1454b,1096a,0
1454b,1267c,0
1454b,1475b,0
1454b,1222c,0
1454b,1429b,0
1454b,1429c,0
1454b,1461b,0
1454b,1461c,0
1454b,0896a,0
1454b,0896c,0
1454b,0318c,0
1454b,0365b,0
1454b,1207c,0
1454b,0334a,0
1454b,1267a,0
1454b,1534a,0
1454b,1563a,0
1454b,0571a,0
1454b,1129b,0
1454b,1144c,0
1454b,1180c,0
1454b,1442b,0
1454b,1442c,0
1454b,1531a,0
1454b,1245c,0
1454b,1366c,0
1454b,1255c,0
1454b,1267b,0
1454b,0321a,0
1454b,0458b,0
1454b,0307c,0
1454b,0389c,0
1454b,1165b,0
1454b,0483a,0
1454b,0491a,0
1454b,0562c,0
1454b,1391b,0
1454b,1517c,0
1454b,0338c,0
1454b,0532b,0
1454b,0532c,0
1454b,1398c,0
1454b,1484b,0
1454b,0381c,0
1454b,0429b,0
1454b,0510c,0
1454b,1174a,0
1454b,1547a,0
1454b,1547b,0
1454b,1547c,0
1454b,0337a,0
1454b,0354b,0
1454b,1153b,0
1454b,1153c,0
1454b,1552a,0
1454b,1552b,0
1454b,1552c,0
1454b,1329c,0
1454b,1039c,0
1454b,0560a,0
1454b,0560b,0
1454b,0334b,0
1454b,0597b,0
1454b,1230b,0
1454b,1513a,0
1454b,1374b,0
1454b,1374c,0
1454b,0349b,0
1454b,0313c,0
1454b,0319a,0
1454b,0319c,0
1454b,0353a,0
1454b,1201a,0
1454b,1551a,0
1454b,1551b,0
1454b,1551c,0
1454b,0456b,0
1454b,0456c,0
1454b,0461b,0
1454b,0536b,0
1454b,1123c,0
1454b,1146a,0
1454b,1146b,0
1454b,1146c,0
1454b,1204a,0
1454b,1364a,0
1454b,0492a,0
1454b,0492b,0
1454b,0492c,0
1454b,0555b,0
1454b,0555c,0
1454b,1335b,0
1454b,1335c,0
1454b,0301b,0
1454b,0306b,0
1454b,0594a,0
1454b,1497a,0
1454b,1497b,0
1454b,1562b,0
1454b,0373a,0
1454b,1091b,0
1454b,1123b,0
1454b,1521c,0
1454b,0373b,0
1454b,1431c,0
1454b,1520c,0
1454b,1482a,0
1454b,1493a,0
1454b,1493b,0
1454b,1508b,0
1454b,0431c,0
1454b,1365a,0
1454b,0449c,0
1454b,0515a,0
1454b,0538a,0
1454b,0538b,0
1454b,0538c,0
1454b,0445a,0
1454b,0445b,0
1454b,1440c,0
1454b,1450b,0
1454b,1237c,0
1454b,0363b,0
1454b,1365b,0
1454b,0553b,0
1454b,1167a,0
1454b,1171b,0
1454b,1201b,0
1454b,1371c,0
1454b,1426c,0
1454b,1430a,0
1454b,1504c,0
1454b,1417b,0
1454b,0321b,0
1454b,0451b,0
1454b,0451c,0
1454b,1173c,0
1454b,1425c,0
1454b,0396b,0
1454b,1485a,0
1454b,1328a,0
1454b,1328b,0
1454b,1328c,0
1454b,1465a,0
1454b,1465b,0
1454b,0567b,0
1454b,1253a,0
1454b,1495a,0
1454b,1495b,0
1454b,1495c,0
1454b,0334c,0
1454b,0459b,0
1454b,0551c,0
1454b,1471c,0
1454b,1538a,0
1454b,1352a,0
1454b,0313b,0
1454b,0319b,0
1454b,0322b,0
1454b,0353b,0
1454b,0318b,0
1454b,0380a,0
1455a,1510b,0
1455a,1510c,0
1455a,1534b,0
1455a,1540b,0
1455a,1300a,0
1455a,1300b,0
1455a,1300c,0
1455a,1309a,0
1455a,1453a,0
1455a,1453b,0
1455a,1453c,0
1455a,1482b,0
1455a,1518c,0
1455a,1543a,0
1455a,0584a,0
1455a,0584b,0
1455a,0584c,0
1455a,1127a,0
1455a,1127b,0
1455a,1127c,0
1455a,1274a,0
1455a,1284a,0
1455a,1360b,0
1455a,1364b,0
1455a,1490c,0
1455a,1491a,0
1455a,1491b,0
1455a,0321c,0
1455a,0451a,0
1455a,0503a,0
1455a,0503b,0
1455a,0561a,0
1455a,0561b,0
1455a,0571b,0
1455a,0600a,0
1455a,0600b,0
1455a,0600c,0
1455a,1137a,0
1455a,1230a,0
1455a,1230c,0
1455a,1248a,0
1455a,1248b,0
1455a,1248c,0
1455a,1335a,0
1455a,1378b,0
1455a,1378c,0
1455a,1432c,0
1455a,1481a,0
1455a,1481b,0
1455a,1481c,0
1455a,1487a,0
1455a,1512b,0
1455a,1512c,0
1455a,1528c,0
1455a,1565a,0
1455a,0338b,0
1455a,0422a,0
1455a,0422b,0
1455a,0422c,0
1455a,0472b,0
1455a,1227a,0
1455a,1382c,0
1455a,1445a,0
1455a,1445b,0
1455a,1445c,0
1455a,1486a,0
1455a,1510a,0
1455a,1545a,0
1455a,1545b,0
1455a,1545c,0
1455a,0379c,0
1455a,1282b,0
1455a,1289a,0
1455a,1289b,0
1455a,1289c,0
1455a,1452b,0
1455a,1565b,0
1455a,1565c,0
1455a,0552a,0
1455a,0552b,0
1455a,0552c,0
1455a,1261b,0
1455a,1307a,0
1455a,1362c,0
1455a,1491c,0
1455a,1492a,0
1455a,1492b,0
1455a,1492c,0
1455a,0366a,0
1455a,0434b,0
1455a,0496f,0
1455a,1382b,0
1455a,1416b,0
1455a,1518a,0
1455a,0374b,0
1455a,0544b,0
1455a,0579a,0
1455a,1320a,0
1455a,1320b,0
1455a,1320c,0
1455a,1334a,0
1455a,1370a,0
1455a,1370b,0
1455a,1370c,0
1455a,1426b,0
1455a,1463a,0
1455a,1463b,0
1455a,1463c,0
1455a,1468a,0
1455a,1483a,0
1455a,1483b,0
1455a,1488a,0
1455a,1488c,0
1455a,1534c,0
1455a,0491b,0
1455a,1119a,0
1455a,1119b,0
1455a,1119c,0
1455a,1129c,0
1455a,1344a,0
1455a,1344b,0
1455a,1344c,0
1455a,1489c,0
1455a,1516a,0
1455a,1516b,0
1455a,0306a,0
1455a,1309b,0
1455a,1458a,0
1455a,1458b,0
1455a,1458c,0
1455a,0414a,0
1455a,0414b,0
1455a,0414c,0
1455a,0419a,0
1455a,0539a,0
1455a,0539b,0
1455a,0539c,0
1455a,0576c,0
1455a,0579c,0
1455a,1137b,0
1455a,1137c,0
1455a,1164c,0
1455a,1180a,0
1455a,1375b,0
1455a,1375c,0
1455a,0333b,0
1455a,0381a,0
1455a,0411c,0
1455a,1352b,0
1455a,1352c,0
1455a,1393a,0
1455a,1393b,0
1455a,1393c,0
1455a,1394a,0
1455a,0351c,0
1455a,0424a,0
1455a,0424c,0
1455a,0496c,0
1455a,0496d,0
1455a,1257b,0
1455a,1257c,0
1455a,1447a,0
1455a,0458c,0
1455a,1284b,0
1455a,1284c,0
1455a,0477a,0
1455a,0477b,0
1455a,1180b,0
1455a,1442a,0
1455a,1454a,0
1455a,1472c,0
1455a,1531b,0
1455a,0536a,0
1455a,0560c,0
1455a,1153a,0
1455a,1382a,0
1455a,1402a,0
1455a,1417c,0
1455a,1520a,0
1455a,1521a,0
1455a,1543b,0
1455a,1543c,0
1455a,0597c,0
1455a,0355c,0
1455a,0374c,0
1455a,0396c,0
1455a,0550a,0
1455a,1366a,0
1455a,1366b,0
1455a,1413a,0
1455a,1413b,0
1455a,1413c,0
1455a,0307a,0
1455a,0363c,0
1455a,1176b,0
1455a,1255a,0
1455a,1255b,0
1455a,1234a,0
1455a,1236a,0
1455a,1149a,0
1455a,1149b,0
1455a,1416a,0
1455a,0491c,0
1455a,1134a,0
1455a,1144b,0
1455a,1424a,0
1455a,1424b,0
1455a,1424c,0
1455a,1471b,0
1455a,0307b,0
1455a,0569c,0
1455a,0472a,0
1455a,1268a,0
1455a,1268b,0
1455a,1268c,0
1455a,1433a,0
1455a,1433b,0
1455a,1433c,0
1455a,0596a,0
1455a,1129a,0
1455a,1131a,0
1455a,1131b,0
1455a,1252a,0
1455a,1252b,0
1455a,1329a,0
1455a,1364c,0
1455a,1531c,0
1455a,0377a,0
1455a,0575c,0
1455a,1494a,0
1455a,1494b,0
1455a,1498a,0
1455a,1498b,0
1455a,0335a,0
1455a,0335b,0
1455a,0335c,0
1455a,0349a,0
1455a,0314b,0
1455a,1152b,0
1455a,1229c,0
1455a,1329b,0
1455a,1330a,0
1455a,1330b,0
1455a,1330c,0
1455a,1451a,0
1455a,0402b,0
1455a,0472c,0
1455a,1236c,0
1455a,0461a,0
1455a,1361b,0
1455a,0432a,0
1455a,0432c,0
1455a,0544a,0
1455a,0592b,0
1455a,0593a,0
1455a,1134b,0
1455a,1134c,0
1455a,1135b,0
1455a,1227b,0
1455a,1432a,0
1455a,0537a,0
1455a,1303c,0
1455a,0550b,0
1455a,0557c,0
1455a,1460a,0
1455a,1460b,0
1455a,1231a,0
1455a,1231b,0
1455a,1231c,0
1455a,1236b,0
1455a,1243a,0
1455a,0350b,0
1455a,1219a,0
1455a,0531a,0
1455a,0531b,0
1455a,0531c,0
1455a,1375a,0
1455a,1448a,0
1455a,1448b,0
1455a,1448c,0
1455a,1554a,0
1455a,1554b,0
1455a,1554c,0
1455a,0381b,0
1455a,0411b,0
1455a,0562a,0
1455a,0570c,0
1455a,0577b,0
1455a,0577c,0
1455a,1181a,0
1455a,1260a,0
1455a,1260b,0
1455a,1260c,0
1455a,1341a,0
1455a,1341b,0
1455a,1341c,0
1455a,1343a,0
1455a,1343b,0
1455a,1475a,0
1455a,1476a,0
1455a,0316b,0
1455a,0345a,0
1455a,1411a,0
1455a,1411b,0
1455a,1411c,0
1455a,1468b,0
1455a,1468c,0
1455a,1502b,0
1455a,0375a,0
1455a,1451c,0
1455a,0489c,0
1455a,1219b,0
1455a,1090c,0
1455a,1097a,0
1455a,1237a,0
1455a,1237b,0
1455a,1296c,0
1455a,1365c,0
1455a,0365a,0
1455a,0550c,0
1455a,1336a,0
1455a,1336b,0
1455a,1336c,0
1455a,0336a,0
1455a,0338a,0
1455a,1257a,0
1455a,1490b,0
1455a,0301a,0
1455a,1314a,0
1455a,1441a,0
1455a,1441b,0
1455a,1441c,0
1455a,1444a,0
1455a,1513b,0
1455a,0372a,0
1455a,0411a,0
1455a,1096a,0
1455a,1267c,0
1455a,1475b,0
1455a,1222c,0
1455a,1429b,0
1455a,1429c,0
1455a,1461b,0
1455a,1461c,0
1455a,0896a,0
1455a,0896c,0
1455a,0318c,0
1455a,0365b,0
1455a,1207c,0
1455a,0334a,0
1455a,1267a,0
1455a,1534a,0
1455a,1563a,0
1455a,0571a,0
1455a,1129b,0
1455a,1144c,0
1455a,1180c,0
1455a,1442b,0
1455a,1442c,0
1455a,1531a,0
1455a,1245c,0
1455a,1366c,0
1455a,1255c,0
1455a,1267b,0
1455a,0321a,0
1455a,0458b,0
1455a,0307c,0
1455a,0389c,0
1455a,1165b,0
1455a,0483a,0
1455a,0491a,0
1455a,0562c,0
1455a,1391b,0
1455a,1517c,0
1455a,0338c,0
1455a,0532b,0
1455a,0532c,0
1455a,1398c,0
1455a,1484b,0
1455a,0381c,0
1455a,0429b,0
1455a,0510c,0
1455a,1174a,0
1455a,1547a,0
1455a,1547b,0
1455a,1547c,0
1455a,0337a,0
1455a,0354b,0
1455a,1153b,0
1455a,1153c,0
1455a,1552a,0
1455a,1552b,0
1455a,1552c,0
1455a,1329c,0
1455a,1039c,0
1455a,0560a,0
1455a,0560b,0
1455a,0334b,0
1455a,0597b,0
1455a,1230b,0
1455a,1513a,0
1455a,1374b,0
1455a,1374c,0
1455a,0349b,0
1455a,0313c,0
1455a,0319a,0
1455a,0319c,0
1455a,0353a,0
1455a,1201a,0
1455a,1551a,0
1455a,1551b,0
1455a,1551c,0
1455a,0456b,0
1455a,0456c,0
1455a,0461b,0
1455a,0536b,0
1455a,1123c,0
1455a,1146a,0
1455a,1146b,0
1455a,1146c,0
1455a,1204a,0
1455a,1364a,0
1455a,0492a,0
1455a,0492b,0
1455a,0492c,0
1455a,0555b,0
1455a,0555c,0
1455a,1335b,0
1455a,1335c,0
1455a,0301b,0
1455a,0306b,0
1455a,0594a,0
1455a,1497a,0
1455a,1497b,0
1455a,1562b,0
1455a,0373a,0
1455a,1091b,0
1455a,1123b,0
1455a,1521c,0
1455a,0373b,0
1455a,1431c,0
1455a,1520c,0
1455a,1482a,0
1455a,1493a,0
1455a,1493b,0
1455a,1508b,0
1455a,0431c,0
1455a,1365a,0
1455a,0449c,0
1455a,0515a,0
1455a,0538a,0
1455a,0538b,0
1455a,0538c,0
1455a,0445a,0
1455a,0445b,0
1455a,1440c,0
1455a,1450b,0
1455a,1237c,0
1455a,0363b,0
1455a,1365b,0
1455a,0553b,0
1455a,1167a,0
1455a,1171b,0
1455a,1201b,0
1455a,1371c,0
1455a,1426c,0
1455a,1430a,0
1455a,1504c,0
1455a,1417b,0
1455a,0321b,0
1455a,0451b,0
1455a,0451c,0
1455a,1173c,0
1455a,1425c,0
1455a,0396b,0
1455a,1485a,0
1455a,1328a,0
1455a,1328b,0
1455a,1328c,0
1455a,1465a,0
1455a,1465b,0
1455a,0567b,0
1455a,1253a,0
1455a,1495a,0
1455a,1495b,0
1455a,1495c,0
1455a,0334c,0
1455a,0459b,0
1455a,0551c,0
1455a,1471c,0
1455a,1538a,0
1455a,1352a,0
1455a,0313b,0
1455a,0319b,0
1455a,0322b,0
1455a,0353b,0
1455a,0318b,0
1455a,0380a,0
1455a,1240a,0
1455a,1149c,0
1510b,1534b,0
1510b,1540b,0
1510b,1300a,0
1510b,1300b,0
1510b,1300c,0
1510b,1309a,0
1510b,1453a,0
1510b,1453b,0
1510b,1453c,0
1510b,1482b,0
1510b,1518c,0
1510b,1543a,0
1510b,0584a,0
1510b,0584b,0
1510b,0584c,0
1510b,1127a,0
1510b,1127b,0
1510b,1127c,0
1510b,1274a,0
1510b,1284a,0
1510b,1360b,0
1510b,1364b,0
1510b,1490c,0
1510b,1491a,0
1510b,1491b,0
1510b,0321c,0
1510b,0451a,0
1510b,0503a,0
1510b,0503b,0
1510b,0561a,0
1510b,0561b,0
1510b,0571b,0
1510b,0600a,0
1510b,0600b,0
1510b,0600c,0
1510b,1137a,0
1510b,1230a,0
1510b,1230c,0
1510b,1248a,0
1510b,1248b,0
1510b,1248c,0
1510b,1335a,0
1510b,1378b,0
1510b,1378c,0
1510b,1432c,0
1510b,1481a,0
1510b,1481b,0
1510b,1481c,0
1510b,1487a,0
1510b,1512b,0
1510b,1512c,0
1510b,1528c,0
1510b,1565a,0
1510b,0338b,0
1510b,0422a,0
1510b,0422b,0
1510b,0422c,0
1510b,0472b,0
1510b,1227a,0
1510b,1382c,0
1510b,1445a,0
1510b,1445b,0
1510b,1445c,0
1510b,1486a,0
1510b,1545a,0
1510b,1545b,0
1510b,1545c,0
1510b,0379c,0
1510b,1282b,0
1510b,1289a,0
1510b,1289b,0
1510b,1289c,0
1510b,1452b,0
1510b,1565b,0
1510b,1565c,0
1510b,0552a,0
1510b,0552b,0
1510b,0552c,0
1510b,1261b,0
1510b,1307a,0
1510b,1362c,0
1510b,1491c,0
1510b,1492a,0
1510b,1492b,0
1510b,1492c,0
1510b,0366a,0
1510b,0434b,0
1510b,0496f,0
1510b,1382b,0
1510b,1416b,0
1510b,1518a,0
1510b,0374b,0
1510b,0544b,0
1510b,0579a,0
1510b,1320a,0
1510b,1320b,0
1510b,1320c,0
1510b,1334a,0
1510b,1370a,0
1510b,1370b,0
1510b,1370c,0
1510b,1426b,0
1510b,1463a,0
1510b,1463b,0
1510b,1463c,0
1510b,1468a,0
1510b,1483a,0
1510b,1483b,0
1510b,1488a,0
1510b,1488c,0
1510b,1534c,0
1510b,0491b,0
1510b,1119a,0
1510b,1119b,0
1510b,1119c,0
1510b,1129c,0
1510b,1344a,0
1510b,1344b,0
1510b,1344c,0
1510b,1489c,0
1510b,1516a,0
1510b,1516b,0
1510b,0306a,0
1510b,1309b,0
1510b,1458a,0
1510b,1458b,0
1510b,1458c,0
1510b,0414a,0
1510b,0414b,0
1510b,0414c,0
1510b,0419a,0
1510b,0539a,0
1510b,0539b,0
1510b,0539c,0
1510b,0576c,0
1510b,0579c,0
1510b,1137b,0
1510b,1137c,0
1510b,1164c,0
1510b,1180a,0
1510b,1375b,0
1510b,1375c,0
1510b,0333b,0
1510b,0381a,0
1510b,0411c,0
1510b,1352b,0
1510b,1352c,0
1510b,1393a,0
1510b,1393b,0
1510b,1393c,0
1510b,1394a,0
1510b,0351c,0
1510b,0424a,0
1510b,0424c,0
1510b,0496c,0
1510b,0496d,0
1510b,1257b,0
1510b,1257c,0
1510b,1447a,0
1510b,0458c,0
1510b,1284b,0
1510b,1284c,0
1510b,0477a,0
1510b,0477b,0
1510b,1180b,0
1510b,1442a,0
1510b,1454a,0
1510b,1472c,0
1510b,1531b,0
1510b,0536a,0
1510b,0560c,0
1510b,1153a,0
1510b,1382a,0
1510b,1402a,0
1510b,1417c,0
1510b,1520a,0
1510b,1521a,0
1510b,1543b,0
1510b,1543c,0
1510b,0597c,0
1510b,0355c,0
1510b,0374c,0
1510b,0396c,0
1510b,0550a,0
1510b,1366a,0
1510b,1366b,0
1510b,1413a,0
1510b,1413b,0
1510b,1413c,0
1510b,0307a,0
1510b,0363c,0
1510b,1176b,0
1510b,1255a,0
1510b,1255b,0
1510b,1234a,0
1510b,1236a,0
1510b,1149a,0
1510b,1149b,0
1510b,1416a,0
1510b,0491c,0
1510b,1134a,0
1510b,1144b,0
1510b,1424a,0
1510b,1424b,0
1510b,1424c,0
1510b,1471b,0
1510b,0307b,0
1510b,0569c,0
1510b,0472a,0
1510b,1268a,0
1510b,1268b,0
1510b,1268c,0
1510b,1433a,0
1510b,1433b,0
1510b,1433c,0
1510b,0596a,0
1510b,1129a,0
1510b,1131a,0
1510b,1131b,0
1510b,1252a,0
1510b,1252b,0
1510b,1329a,0
1510b,1364c,0
1510b,1531c,0
1510b,0377a,0
1510b,0575c,0
1510b,1494a,0
1510b,1494b,0
1510b,1498a,0
1510b,1498b,0
1510b,0335a,0
1510b,0335b,0
1510b,0335c,0
1510b,0349a,0
1510b,0314b,0
1510b,1152b,0
1510b,1229c,0
1510b,1329b,0
1510b,1330a,0
1510b,1330b,0
1510b,1330c,0
1510b,1451a,0
1510b,0402b,0
1510b,0472c,0
1510b,1236c,0
1510b,0461a,0
1510b,1361b,0
1510b,0432a,0
1510b,0432c,0
1510b,0544a,0
1510b,0592b,0
1510b,0593a,0
1510b,1134b,0
1510b,1134c,0
1510b,1135b,0
1510b,1227b,0
1510b,1432a,0
1510b,0537a,0
1510b,1303c,0
1510b,0550b,0
1510b,0557c,0
1510b,1460a,0
1510b,1460b,0
1510b,1231a,0
1510b,1231b,0
1510b,1231c,0
1510b,1236b,0
1510b,1243a,0
1510b,0350b,0
1510b,1219a,0
1510b,0531a,0
1510b,0531b,0
1510b,0531c,0
1510b,1375a,0
1510b,1448a,0
1510b,1448b,0
1510b,1448c,0
1510b,1554a,0
1510b,1554b,0
1510b,1554c,0
1510b,0381b,0
1510b,0411b,0
1510b,0562a,0
1510b,0570c,0
1510b,0577b,0
1510b,0577c,0
1510b,1181a,0
1510b,1260a,0
1510b,1260b,0
1510b,1260c,0
1510b,1341a,0
1510b,1341b,0
1510b,1341c,0
1510b,1343a,0
1510b,1343b,0
1510b,1475a,0
1510b,1476a,0
1510b,0316b,0
1510b,0345a,0
1510b,1411a,0
1510b,1411b,0
